2018-02-27 16:45:21.522 [restartedMain] INFO  o.s.security.web.DefaultSecurityFilterChain -Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@76ab390d, org.springframework.security.web.context.SecurityContextPersistenceFilter@41419c2b, org.springframework.security.web.csrf.CsrfFilter@5b660802, org.springframework.security.web.authentication.logout.LogoutFilter@7af044c5, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@240aab60, org.springframework.security.web.session.ConcurrentSessionFilter@2e5228dd, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@2c2b13b9, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@54eb7193, org.springframework.security.web.authentication.rememberme.RememberMeAuthenticationFilter@3ab2a38a, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@78bdd13, org.springframework.security.web.session.SessionManagementFilter@65820b6c, org.springframework.security.web.access.ExceptionTranslationFilter@50af544c, com.personal.config.filter.MyFilterSecurityInterceptor@d563823, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@60d59009]
2018-02-27 16:45:22.076 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter -Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@2807ce4: startup date [Tue Feb 27 16:45:12 CST 2018]; root of context hierarchy
2018-02-27 16:45:22.146 [restartedMain] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping -Mapped URL path [/404] onto handler of type [class org.springframework.web.servlet.mvc.ParameterizableViewController]
2018-02-27 16:45:22.173 [restartedMain] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping -Mapped URL path [/statics/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-02-27 16:45:22.173 [restartedMain] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping -Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-02-27 16:45:22.173 [restartedMain] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping -Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-02-27 16:45:22.214 [restartedMain] INFO  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver -Detected @ExceptionHandler methods in globalExceptionHandler
2018-02-27 16:45:22.258 [restartedMain] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping -Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-02-27 16:45:23.574 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer -LiveReload server is running on port 35729
2018-02-27 16:45:23.826 [restartedMain] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter -Registering beans for JMX exposure on startup
